Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
7,70,No,8,9,62.0,Eve_514
8,45,No,8,7,41.0,Alice_515
6,50,No,5,5,38.0,Bob_515
9,52,No,4,3,45.0,Charlie_515
3,51,No,7,4,34.0,David_515
4,93,No,6,1,72.0,Eve_515
6,41,Yes,8,4,29.0,Alice_516
8,92,No,7,2,83.0,Bob_516
5,74,No,9,2,61.0,Charlie_516
3,94,No,5,6,75.0,David_516
6,75,No,7,2,63.0,Eve_516
4,56,Yes,7,3,36.0,Alice_517
9,67,Yes,5,6,62.0,Bob_517
3,67,Yes,8,2,49.0,Charlie_517
4,61,Yes,8,9,46.0,David_517
7,77,Yes,6,9,69.0,Eve_517
7,46,Yes,6,1,35.0,Alice_518
4,54,No,8,9,38.0,Bob_518
6,71,No,8,6,62.0,Charlie_518
3,50,Yes,8,4,30.0,David_518
6,63,No,8,0,52.0,Eve_518
2,42,No,7,9,16.0,Alice_519
8,69,No,6,7,66.0,Bob_519
2,45,No,5,2,20.0,Charlie_519
7,97,No,4,6,86.0,David_519
9,41,Yes,5,5,38.0,Eve_519
1,53,Yes,9,9,30.0,Alice_520
8,80,Yes,4,5,71.0,Bob_520
7,57,Yes,7,7,49.0,Charlie_520
6,90,Yes,9,3,79.0,David_520
6,83,Yes,6,3,69.0,Eve_520
6,70,No,4,2,56.0,Alice_521
9,52,Yes,8,0,47.0,Bob_521
2,65,No,9,9,41.0,Charlie_521
1,83,No,7,2,58.0,David_521
6,51,Yes,4,0,38.0,Eve_521
8,57,Yes,8,5,52.0,Alice_522
3,48,Yes,9,7,25.0,Bob_522
1,88,No,7,2,62.0,Charlie_522
9,60,Yes,9,3,60.0,David_522
1,87,Yes,4,4,63.0,Eve_522
3,88,Yes,8,6,72.0,Alice_523
8,92,No,6,5,84.0,Bob_523
3,95,Yes,7,1,74.0,Charlie_523
4,79,Yes,4,6,61.0,David_523
8,82,No,8,7,77.0,Eve_523
1,63,No,6,0,36.0,Alice_524
6,73,No,9,5,65.0,Bob_524
1,47,Yes,8,8,23.0,Charlie_524
1,83,Yes,6,6,60.0,David_524
8,92,No,4,4,83.0,Eve_524
4,72,Yes,8,9,56.0,Alice_525
1,62,No,8,9,37.0,Bob_525
7,52,No,5,8,43.0,Charlie_525
5,93,No,7,1,76.0,David_525
5,92,No,8,6,83.0,Eve_525
1,88,No,6,8,63.0,Alice_526
6,53,Yes,7,1,39.0,Bob_526
9,53,Yes,4,9,48.0,Charlie_526
9,55,Yes,7,5,53.0,David_526
8,88,Yes,5,8,84.0,Eve_526
5,77,No,4,2,63.0,Alice_527
1,97,Yes,8,7,73.0,Bob_527
9,99,No,9,4,99.0,Charlie_527
1,78,No,4,6,52.0,David_527
8,65,Yes,4,2,58.0,Eve_527
5,65,Yes,5,7,50.0,Alice_528
3,40,No,6,1,18.0,Bob_528
7,71,Yes,4,7,62.0,Charlie_528
7,96,Yes,6,1,87.0,David_528
9,54,Yes,7,6,53.0,Eve_528
7,91,Yes,9,1,87.0,Alice_529
3,60,No,5,6,37.0,Bob_529
1,57,No,8,0,31.0,Charlie_529
8,69,Yes,4,5,63.0,David_529
3,99,No,9,9,81.0,Eve_529
8,97,No,9,6,95.0,Alice_530
8,52,Yes,6,3,45.0,Bob_530
5,63,Yes,4,0,48.0,Charlie_530
1,69,No,9,5,47.0,David_530
7,41,No,5,3,31.0,Eve_530
5,58,No,8,2,43.0,Alice_531
8,86,Yes,7,3,82.0,Bob_531
9,83,No,7,5,80.0,Charlie_531
7,86,No,6,4,76.0,David_531
7,64,Yes,9,1,57.0,Eve_531
1,89,No,7,1,64.0,Alice_532
4,53,Yes,6,2,35.0,Bob_532
2,45,Yes,8,5,24.0,Charlie_532
2,51,No,4,0,30.0,David_532
2,59,Yes,5,6,38.0,Eve_532
4,62,Yes,8,7,45.0,Alice_533
1,69,No,8,6,44.0,Bob_533
4,69,Yes,7,2,53.0,Charlie_533
2,77,No,7,5,53.0,David_533
5,97,Yes,5,3,84.0,Eve_533
3,69,Yes,4,4,47.0,Alice_534
8,80,No,8,2,76.0,Bob_534
4,69,No,9,4,57.0,Charlie_534
1,96,No,7,5,71.0,David_534
1,97,Yes,8,7,74.0,Eve_534
3,75,No,4,5,54.0,Alice_535
9,88,Yes,6,8,84.0,Bob_535
7,73,No,4,9,62.0,Charlie_535
2,55,Yes,8,9,35.0,David_535
9,63,No,8,9,62.0,Eve_535
2,53,Yes,5,9,30.0,Alice_536
3,65,No,8,3,47.0,Bob_536
2,47,Yes,7,1,25.0,Charlie_536
3,53,Yes,9,8,40.0,David_536
6,70,Yes,5,2,56.0,Eve_536
9,41,Yes,8,6,38.0,Alice_537
9,87,No,4,3,86.0,Bob_537
7,43,Yes,8,0,38.0,Charlie_537
3,40,No,4,7,17.0,David_537
4,94,Yes,4,3,75.0,Eve_537
6,59,No,8,5,48.0,Alice_538
5,98,Yes,4,6,87.0,Bob_538
2,53,Yes,9,7,32.0,Charlie_538
6,79,No,6,9,68.0,David_538
3,64,No,5,1,42.0,Eve_538
8,99,Yes,8,8,96.0,Alice_539
2,64,No,6,9,42.0,Bob_539
1,42,No,4,2,18.0,Charlie_539
9,44,No,4,0,41.0,David_539
3,77,Yes,5,1,54.0,Eve_539
1,93,No,6,7,67.0,Alice_540
7,65,Yes,6,9,57.0,Bob_540
5,79,No,8,5,65.0,Charlie_540
5,77,No,4,0,62.0,David_540
1,77,Yes,7,8,56.0,Eve_540
9,43,No,8,6,39.0,Alice_541
7,46,No,8,9,38.0,Bob_541
8,69,No,8,2,65.0,Charlie_541
9,69,No,5,6,68.0,David_541
6,95,No,5,5,82.0,Eve_541
5,58,No,8,2,44.0,Alice_542
6,78,No,9,7,67.0,Bob_542
2,74,Yes,7,0,53.0,Charlie_542
4,79,Yes,6,4,61.0,David_542
3,72,Yes,6,7,53.0,Eve_542
7,72,Yes,4,2,61.0,Alice_543
9,53,Yes,6,9,49.0,Bob_543
5,77,No,6,5,61.0,Charlie_543
6,49,Yes,7,9,38.0,David_543
2,96,Yes,6,1,76.0,Eve_543
3,67,No,7,8,47.0,Alice_544
3,53,Yes,5,1,32.0,Bob_544
9,75,No,7,4,71.0,Charlie_544
7,77,No,5,2,69.0,David_544
8,55,Yes,7,9,53.0,Eve_544
9,99,Yes,8,8,100.0,Alice_545
6,60,No,9,8,49.0,Bob_545
4,67,No,5,6,48.0,Charlie_545
1,72,Yes,5,9,45.0,David_545
8,45,No,6,4,40.0,Eve_545
7,80,Yes,5,8,71.0,Alice_546
2,54,Yes,7,6,34.0,Bob_546
8,83,Yes,8,1,76.0,Charlie_546
5,42,Yes,8,9,29.0,David_546
7,82,No,6,0,71.0,Eve_546
4,86,No,7,9,69.0,Alice_547
5,74,Yes,7,9,58.0,Bob_547
8,53,Yes,4,3,43.0,Charlie_547
1,41,No,5,9,17.0,David_547
1,68,No,6,7,41.0,Eve_547
4,43,No,8,5,27.0,Alice_548
3,65,No,9,1,45.0,Bob_548
2,90,No,4,4,65.0,Charlie_548
3,51,Yes,7,8,31.0,David_548
1,41,Yes,5,5,14.0,Eve_548
1,56,Yes,8,5,33.0,Alice_549
6,74,Yes,4,6,60.0,Bob_549
5,49,No,7,4,34.0,Charlie_549
8,87,No,8,2,82.0,David_549
2,61,Yes,8,2,40.0,Eve_549
4,80,Yes,7,4,66.0,Alice_550
8,82,No,7,3,76.0,Bob_550
6,60,Yes,6,4,46.0,Charlie_550
1,54,Yes,8,8,31.0,David_550
4,74,No,7,4,57.0,Eve_550
1,87,No,9,3,65.0,Alice_551
2,60,No,9,3,38.0,Bob_551
5,60,Yes,4,0,46.0,Charlie_551
8,60,No,5,9,53.0,David_551
8,99,No,9,3,97.0,Eve_551
3,83,Yes,6,3,63.0,Alice_552
4,71,No,7,8,55.0,Bob_552
6,94,Yes,5,3,79.0,Charlie_552
3,44,Yes,6,6,26.0,David_552
2,78,Yes,8,0,55.0,Eve_552
6,48,Yes,5,6,37.0,Alice_553
5,92,No,9,1,78.0,Bob_553
5,57,Yes,6,7,45.0,Charlie_553
5,60,No,7,0,45.0,David_553
5,47,No,7,9,34.0,Eve_553
3,83,No,6,2,66.0,Alice_554
7,91,No,8,7,79.0,Bob_554
6,73,No,9,9,63.0,Charlie_554
4,49,Yes,6,7,32.0,David_554
2,90,No,4,4,64.0,Eve_554
9,80,Yes,6,4,78.0,Alice_555
1,96,Yes,6,7,69.0,Bob_555
4,63,Yes,9,9,46.0,Charlie_555
1,79,No,7,4,54.0,David_555
6,63,No,8,8,51.0,Eve_555
4,95,No,6,0,78.0,Alice_556
5,71,No,5,4,54.0,Bob_556
5,95,Yes,7,2,80.0,Charlie_556
9,72,No,7,2,67.0,David_556
1,77,No,6,1,48.0,Eve_556
2,83,Yes,9,2,61.0,Alice_557
6,96,Yes,5,6,83.0,Bob_557
5,95,Yes,6,7,82.0,Charlie_557
7,90,Yes,5,7,78.0,David_557
3,98,Yes,7,7,78.0,Eve_557
3,88,Yes,5,0,70.0,Alice_558
2,73,Yes,6,6,48.0,Bob_558
3,50,No,4,1,26.0,Charlie_558
1,70,No,4,9,46.0,David_558
5,57,Yes,5,3,42.0,Eve_558
5,62,Yes,9,4,46.0,Alice_559
7,99,No,6,0,91.0,Bob_559
4,61,Yes,8,3,47.0,Charlie_559
3,82,Yes,4,3,61.0,David_559
1,57,Yes,7,8,31.0,Eve_559
8,79,Yes,6,8,71.0,Alice_560
3,86,Yes,6,9,66.0,Bob_560
2,80,No,4,0,52.0,Charlie_560
4,86,Yes,8,7,71.0,David_560
3,78,Yes,7,3,60.0,Eve_560
1,59,Yes,8,3,32.0,Alice_561
3,52,No,7,4,33.0,Bob_561
2,84,No,4,1,56.0,Charlie_561
8,40,Yes,6,0,32.0,David_561
6,91,Yes,7,4,76.0,Eve_561
9,43,Yes,6,6,40.0,Alice_562
8,63,Yes,5,9,60.0,Bob_562
3,75,No,5,8,54.0,Charlie_562
5,75,No,4,1,59.0,David_562
7,84,Yes,4,7,74.0,Eve_562
5,41,Yes,9,6,29.0,Alice_563
8,67,No,4,1,61.0,Bob_563
5,65,No,5,4,50.0,Charlie_563
1,62,Yes,7,6,36.0,David_563
5,54,Yes,8,2,41.0,Eve_563
4,75,Yes,4,1,60.0,Alice_564
6,66,No,8,5,56.0,Bob_564
3,45,No,8,9,23.0,Charlie_564
5,74,No,5,5,63.0,David_564
2,78,No,9,3,54.0,Eve_564
6,77,Yes,7,0,64.0,Alice_565
6,74,No,5,4,64.0,Bob_565
5,75,No,4,0,58.0,Charlie_565
6,49,No,5,7,38.0,David_565
7,69,Yes,5,1,60.0,Eve_565
5,92,No,5,8,79.0,Alice_566
1,80,No,4,8,57.0,Bob_566
8,77,No,4,2,69.0,Charlie_566
4,68,Yes,5,5,51.0,David_566
9,91,No,5,8,86.0,Eve_566
6,98,Yes,8,6,90.0,Alice_567
1,82,Yes,7,3,57.0,Bob_567
3,78,No,8,2,61.0,Charlie_567
3,89,Yes,9,1,71.0,David_567
4,43,No,7,9,30.0,Eve_567
6,44,Yes,9,9,34.0,Alice_568
7,43,Yes,7,0,34.0,Bob_568
4,75,No,5,9,58.0,Charlie_568
6,98,No,8,0,85.0,David_568
1,84,Yes,7,3,55.0,Eve_568
8,55,Yes,9,3,51.0,Alice_569
7,64,Yes,7,8,53.0,Bob_569
9,53,Yes,4,9,51.0,Charlie_569
3,50,No,7,0,31.0,David_569
2,68,Yes,5,3,44.0,Eve_569
1,73,Yes,6,2,48.0,Alice_570
3,61,No,4,8,41.0,Bob_570
5,53,Yes,6,4,40.0,Charlie_570
2,95,No,5,8,72.0,David_570
3,63,No,6,9,41.0,Eve_570
4,98,No,7,5,78.0,Alice_571
7,78,Yes,6,8,70.0,Bob_571
3,65,No,8,0,41.0,Charlie_571
9,82,No,5,3,78.0,David_571
8,75,No,8,3,70.0,Eve_571
4,78,Yes,6,9,61.0,Alice_572
1,55,Yes,8,9,33.0,Bob_572
1,97,Yes,4,5,71.0,Charlie_572
1,77,Yes,6,9,51.0,David_572
1,98,No,9,0,72.0,Eve_572
8,71,No,8,9,69.0,Alice_573
3,45,No,7,4,21.0,Bob_573
6,73,Yes,6,2,61.0,Charlie_573
3,95,No,9,0,76.0,David_573
5,47,Yes,4,5,30.0,Eve_573
7,69,Yes,7,2,59.0,Alice_574
2,66,Yes,6,3,45.0,Bob_574
6,46,No,7,8,39.0,Charlie_574
6,66,No,6,1,53.0,David_574
3,64,Yes,6,0,43.0,Eve_574
6,95,No,5,9,85.0,Alice_575
5,85,Yes,8,5,70.0,Bob_575
2,80,No,6,0,56.0,Charlie_575
9,54,Yes,4,0,52.0,David_575
8,64,Yes,9,6,65.0,Eve_575
3,61,Yes,8,1,39.0,Alice_576
8,57,No,5,3,48.0,Bob_576
9,51,No,8,3,47.0,Charlie_576
3,62,No,8,1,41.0,David_576
3,90,No,6,5,72.0,Eve_576
2,84,No,4,9,61.0,Alice_577
8,78,Yes,6,1,74.0,Bob_577
1,64,No,4,7,38.0,Charlie_577
8,49,Yes,4,3,42.0,David_577
7,69,No,7,0,60.0,Eve_577
7,49,No,6,6,35.0,Alice_578
3,73,No,5,5,52.0,Bob_578
1,85,Yes,9,5,61.0,Charlie_578
4,52,No,8,2,32.0,David_578
9,93,Yes,7,9,95.0,Eve_578
5,68,No,5,6,53.0,Alice_579
1,77,Yes,9,5,54.0,Bob_579
5,80,Yes,9,9,70.0,Charlie_579
8,84,Yes,6,9,78.0,David_579
8,48,Yes,4,8,42.0,Eve_579
5,52,No,6,2,33.0,Alice_580
9,76,No,9,2,75.0,Bob_580
1,53,Yes,6,3,26.0,Charlie_580
4,76,No,7,2,58.0,David_580
3,48,Yes,5,3,29.0,Eve_580
2,47,No,9,5,29.0,Alice_581
8,78,No,7,0,70.0,Bob_581
7,79,No,5,1,67.0,Charlie_581
9,93,Yes,7,9,93.0,David_581
2,42,No,8,5,21.0,Eve_581
4,94,Yes,4,5,74.0,Alice_582
6,95,No,4,0,82.0,Bob_582
3,86,Yes,4,5,65.0,Charlie_582
8,79,No,8,8,75.0,David_582
3,72,Yes,9,7,55.0,Eve_582
2,71,Yes,9,9,54.0,Alice_583
3,46,Yes,8,4,26.0,Bob_583
6,58,No,4,3,48.0,Charlie_583
2,73,Yes,4,5,49.0,David_583
8,53,No,5,4,49.0,Eve_583
1,89,Yes,5,5,64.0,Alice_584
7,86,Yes,6,9,81.0,Bob_584
2,85,Yes,7,2,64.0,Charlie_584
6,95,No,5,6,82.0,David_584
2,96,No,5,7,74.0,Eve_584
2,58,No,5,4,32.0,Alice_585
8,90,No,5,4,83.0,Bob_585
2,93,No,8,3,68.0,Charlie_585
7,98,No,6,9,90.0,David_585
3,65,No,5,4,44.0,Eve_585
8,56,Yes,9,9,51.0,Alice_586
7,93,Yes,7,7,86.0,Bob_586
8,67,No,5,4,62.0,Charlie_586
7,58,No,8,8,48.0,David_586
6,66,No,9,0,56.0,Eve_586
7,87,No,4,6,79.0,Alice_587
5,91,No,4,4,74.0,Bob_587
7,96,Yes,6,3,82.0,Charlie_587
1,58,No,4,2,32.0,David_587
1,72,No,5,9,46.0,Eve_587
9,90,No,8,6,88.0,Alice_588
5,46,Yes,6,1,35.0,Bob_588
5,68,Yes,9,4,56.0,Charlie_588
3,94,Yes,5,1,74.0,David_588
5,82,Yes,4,6,67.0,Eve_588
3,44,No,7,5,23.0,Alice_589
9,69,Yes,5,9,67.0,Bob_589
9,88,Yes,7,6,86.0,Charlie_589
6,82,Yes,9,8,70.0,David_589
1,95,Yes,7,1,68.0,Eve_589
7,97,Yes,9,8,91.0,Alice_590
7,47,No,6,6,42.0,Bob_590
4,81,Yes,8,1,62.0,Charlie_590
8,51,Yes,4,9,44.0,David_590
6,81,Yes,4,1,67.0,Eve_590
4,52,No,5,3,35.0,Alice_591
4,65,No,4,1,46.0,Bob_591
2,57,No,6,0,31.0,Charlie_591
2,81,No,4,5,59.0,David_591
4,90,No,5,9,71.0,Eve_591
5,91,No,4,4,74.0,Alice_592
8,88,No,8,2,80.0,Bob_592
6,59,No,9,0,49.0,Charlie_592
4,55,Yes,7,8,39.0,David_592
7,76,Yes,7,7,67.0,Eve_592
8,42,No,9,5,38.0,Alice_593
2,66,Yes,7,5,47.0,Bob_593
7,54,No,8,3,41.0,Charlie_593
2,97,Yes,6,1,75.0,David_593
2,73,Yes,5,3,53.0,Eve_593
8,84,No,8,1,81.0,Alice_594
2,61,Yes,5,6,37.0,Bob_594
9,79,No,6,8,77.0,Charlie_594
1,62,No,8,1,36.0,David_594
9,98,Yes,4,8,95.0,Eve_594
1,88,No,6,8,65.0,Alice_595
2,43,Yes,7,7,18.0,Bob_595
6,90,Yes,8,0,80.0,Charlie_595
6,93,No,6,4,81.0,David_595
1,96,No,6,9,73.0,Eve_595
7,80,No,8,3,74.0,Alice_596
8,62,No,7,6,57.0,Bob_596
2,86,No,9,7,64.0,Charlie_596
8,99,Yes,7,9,97.0,David_596
9,48,No,6,7,42.0,Eve_596
6,63,Yes,5,1,48.0,Alice_597
5,60,No,9,2,46.0,Bob_597
9,80,Yes,9,9,79.0,Charlie_597
9,85,Yes,6,9,83.0,David_597
1,94,Yes,8,6,70.0,Eve_597
3,92,Yes,8,3,73.0,Alice_598
9,55,Yes,8,5,56.0,Bob_598
2,95,No,7,7,71.0,Charlie_598
4,94,Yes,4,7,76.0,David_598
4,64,No,8,6,49.0,Eve_598
2,65,Yes,8,1,43.0,Alice_599
3,88,No,9,1,67.0,Bob_599
3,84,Yes,5,2,63.0,Charlie_599
1,48,Yes,5,3,18.0,David_599
6,54,No,6,0,43.0,Eve_599
8,78,No,6,4,72.0,Alice_600
3,72,Yes,6,6,57.0,Bob_600
5,40,Yes,8,9,25.0,Charlie_600
1,44,No,5,4,15.0,David_600
7,95,Yes,6,6,88.0,Eve_600
1,48,Yes,5,4,24.0,Alice_601
9,83,No,8,9,81.0,Bob_601
8,45,Yes,9,7,40.0,Charlie_601
7,67,Yes,8,6,60.0,David_601
7,84,No,6,0,73.0,Eve_601
5,65,Yes,8,0,52.0,Alice_602
5,67,No,8,4,53.0,Bob_602
5,79,No,5,1,65.0,Charlie_602
1,54,Yes,4,8,30.0,David_602
8,45,Yes,7,1,39.0,Eve_602
1,66,No,6,8,43.0,Alice_603
4,77,No,4,9,59.0,Bob_603
9,43,Yes,9,1,38.0,Charlie_603
9,50,No,6,3,44.0,David_603
5,60,Yes,4,2,44.0,Eve_603
4,69,No,8,5,53.0,Alice_604
3,57,No,6,3,37.0,Bob_604
3,74,No,4,8,52.0,Charlie_604
5,42,Yes,7,8,30.0,David_604
1,51,No,8,9,22.0,Eve_604
5,66,No,6,8,51.0,Alice_605
6,92,No,9,2,82.0,Bob_605
7,69,No,9,2,63.0,Charlie_605
9,60,Yes,6,3,58.0,David_605
3,77,No,4,8,58.0,Eve_605
2,60,Yes,6,5,38.0,Alice_606
3,99,No,8,8,80.0,Bob_606
9,77,No,5,7,70.0,Charlie_606
7,79,Yes,9,6,72.0,David_606
9,54,Yes,4,4,48.0,Eve_606
2,57,No,7,8,36.0,Alice_607
5,91,No,6,3,73.0,Bob_607
4,68,No,8,3,51.0,Charlie_607
2,87,Yes,6,7,63.0,David_607
9,77,No,7,3,74.0,Eve_607
9,99,Yes,8,6,98.0,Alice_608
6,60,No,7,3,45.0,Bob_608
6,56,Yes,8,0,45.0,Charlie_608
8,80,Yes,5,9,74.0,David_608
6,90,Yes,9,8,81.0,Eve_608
1,57,No,8,3,30.0,Alice_609
4,96,No,7,2,77.0,Bob_609
7,94,Yes,4,2,86.0,Charlie_609
2,76,Yes,9,8,58.0,David_609
9,99,Yes,5,7,99.0,Eve_609
8,77,No,6,9,69.0,Alice_610
8,51,No,5,6,47.0,Bob_610
7,50,No,5,6,42.0,Charlie_610
4,87,Yes,6,3,73.0,David_610
2,91,No,8,2,71.0,Eve_610
3,88,No,5,3,68.0,Alice_611
6,59,No,9,5,47.0,Bob_611
5,48,Yes,5,3,31.0,Charlie_611
8,40,No,4,3,31.0,David_611
6,97,No,9,1,86.0,Eve_611
6,42,No,4,6,27.0,Alice_612
1,60,No,9,5,32.0,Bob_612
4,62,No,7,1,41.0,Charlie_612
5,48,Yes,6,4,33.0,David_612
3,93,Yes,9,5,75.0,Eve_612
9,58,Yes,9,4,57.0,Alice_613
1,84,Yes,8,3,59.0,Bob_613
6,94,No,8,8,87.0,Charlie_613
6,85,No,7,2,72.0,David_613
5,91,Yes,8,1,78.0,Eve_613
5,58,Yes,8,8,46.0,Alice_614
5,62,Yes,4,7,47.0,Bob_614
6,66,No,8,8,58.0,Charlie_614
8,66,No,8,9,63.0,David_614
2,78,No,7,2,56.0,Eve_614
6,75,Yes,7,0,62.0,Alice_615
1,51,Yes,5,0,23.0,Bob_615
4,94,Yes,8,2,73.0,Charlie_615
3,66,No,8,3,46.0,David_615
9,85,No,9,1,80.0,Eve_615
3,73,Yes,8,7,59.0,Alice_616
6,72,Yes,4,2,60.0,Bob_616
1,67,No,9,3,41.0,Charlie_616
6,70,No,8,5,61.0,David_616
4,71,Yes,4,9,51.0,Eve_616
8,89,Yes,5,5,82.0,Alice_617
9,59,No,9,1,55.0,Bob_617
4,79,Yes,6,5,64.0,Charlie_617
6,74,Yes,8,3,61.0,David_617
1,70,No,9,4,44.0,Eve_617
4,97,Yes,7,6,81.0,Alice_618
7,70,No,9,6,64.0,Bob_618
1,77,Yes,7,5,53.0,Charlie_618
8,61,No,8,9,55.0,David_618
6,84,Yes,4,5,72.0,Eve_618
5,80,Yes,7,5,65.0,Alice_619
9,48,Yes,9,3,44.0,Bob_619
2,91,No,9,2,70.0,Charlie_619
5,48,Yes,7,0,34.0,David_619
6,54,Yes,5,2,41.0,Eve_619
7,52,No,5,2,43.0,Alice_620
5,61,Yes,5,8,48.0,Bob_620
9,55,No,7,2,46.0,Charlie_620
1,71,No,7,7,47.0,David_620
7,41,No,9,7,37.0,Eve_620
7,65,Yes,8,2,56.0,Alice_621
4,53,No,8,9,40.0,Bob_621
9,98,Yes,4,9,96.0,Charlie_621
5,77,No,7,5,63.0,David_621
4,73,Yes,8,7,58.0,Eve_621
7,47,No,8,7,36.0,Alice_622
4,75,No,5,9,61.0,Bob_622
3,60,Yes,5,9,39.0,Charlie_622
9,95,No,5,8,90.0,David_622
8,85,Yes,6,8,79.0,Eve_622
1,82,No,8,7,58.0,Alice_623
7,95,Yes,5,6,89.0,Bob_623
9,67,No,5,9,64.0,Charlie_623
8,85,No,7,2,78.0,David_623
8,83,Yes,9,6,79.0,Eve_623
6,87,No,5,3,72.0,Alice_624
4,45,Yes,7,1,26.0,Bob_624
8,59,Yes,4,7,52.0,Charlie_624
3,70,No,5,1,49.0,David_624
9,72,No,9,0,66.0,Eve_624
2,83,No,7,4,59.0,Alice_625
2,46,Yes,9,9,28.0,Bob_625
7,47,Yes,5,8,39.0,Charlie_625
4,48,No,4,4,31.0,David_625
8,41,Yes,5,1,33.0,Eve_625
9,56,No,7,9,57.0,Alice_626
7,91,No,4,3,83.0,Bob_626
5,84,No,4,7,69.0,Charlie_626
8,76,Yes,4,6,71.0,David_626
4,81,Yes,6,4,62.0,Eve_626
2,83,No,7,3,58.0,Alice_627
6,56,Yes,6,4,46.0,Bob_627
9,92,No,9,6,93.0,Charlie_627
1,77,No,4,4,48.0,David_627
7,74,Yes,6,7,68.0,Eve_627
9,99,No,5,6,97.0,Alice_628
9,86,No,6,6,82.0,Bob_628
3,78,No,8,8,57.0,Charlie_628
5,69,No,9,7,55.0,David_628
8,45,No,4,7,37.0,Eve_628
8,43,Yes,4,5,35.0,Alice_629
4,90,Yes,9,6,72.0,Bob_629
1,76,No,9,7,51.0,Charlie_629
1,74,Yes,7,4,50.0,David_629
4,97,No,5,9,82.0,Eve_629
6,96,No,9,1,84.0,Alice_630
8,48,No,9,6,46.0,Bob_630
6,45,No,7,9,34.0,Charlie_630
9,52,Yes,9,2,55.0,David_630
9,98,Yes,6,9,95.0,Eve_630
2,61,No,8,7,40.0,Alice_631
1,67,Yes,8,5,42.0,Bob_631
2,69,No,8,3,45.0,Charlie_631
5,91,Yes,9,1,80.0,David_631
4,75,No,8,6,60.0,Eve_631
4,41,No,5,0,21.0,Alice_632
9,97,No,6,6,95.0,Bob_632
8,75,Yes,8,9,72.0,Charlie_632
6,47,Yes,4,9,35.0,David_632
1,84,No,9,6,58.0,Eve_632
2,81,Yes,6,9,59.0,Alice_633
6,89,Yes,5,2,77.0,Bob_633
2,48,Yes,8,3,23.0,Charlie_633
5,40,Yes,5,3,26.0,David_633
5,52,Yes,9,3,39.0,Eve_633
6,89,Yes,8,8,79.0,Alice_634
6,54,Yes,4,5,39.0,Bob_634
6,71,Yes,6,9,61.0,Charlie_634
2,73,Yes,4,8,47.0,David_634
3,82,Yes,8,3,63.0,Eve_634
6,70,Yes,7,6,61.0,Alice_635
8,53,Yes,6,9,51.0,Bob_635
1,93,Yes,5,8,68.0,Charlie_635
1,86,No,8,9,66.0,David_635
2,53,No,4,2,29.0,Eve_635
6,87,Yes,9,2,78.0,Alice_636
9,94,Yes,7,5,94.0,Bob_636
4,68,Yes,9,7,56.0,Charlie_636
3,86,No,8,0,68.0,David_636
8,58,No,5,3,50.0,Eve_636
9,66,Yes,4,7,62.0,Alice_637
5,48,Yes,6,5,31.0,Bob_637
9,76,Yes,7,1,73.0,Charlie_637
2,76,Yes,8,7,57.0,David_637
3,82,Yes,8,0,60.0,Eve_637
7,67,No,8,0,56.0,Alice_638
7,91,Yes,8,6,88.0,Bob_638
6,96,No,4,9,84.0,Charlie_638
6,63,Yes,6,2,48.0,David_638
2,67,Yes,5,7,41.0,Eve_638
6,75,No,7,8,65.0,Alice_639
4,91,No,8,7,74.0,Bob_639
3,57,Yes,9,0,38.0,Charlie_639
2,64,No,8,0,40.0,David_639
1,74,Yes,6,5,49.0,Eve_639
5,43,No,6,0,30.0,Alice_640
2,53,No,4,7,29.0,Bob_640
2,78,Yes,4,5,57.0,Charlie_640
7,65,Yes,9,4,58.0,David_640
8,47,No,9,5,40.0,Eve_640
8,63,Yes,4,3,60.0,Alice_641
4,55,No,7,0,41.0,Bob_641
1,59,No,9,6,34.0,Charlie_641
7,54,Yes,4,9,46.0,David_641
1,46,No,8,8,24.0,Eve_641
4,97,Yes,4,3,79.0,Alice_642
8,56,Yes,7,3,52.0,Bob_642
2,61,No,4,8,36.0,Charlie_642
6,61,Yes,4,3,52.0,David_642
6,93,No,8,9,84.0,Eve_642
9,51,No,9,3,50.0,Alice_643
5,57,Yes,8,7,47.0,Bob_643
4,95,Yes,8,3,81.0,Charlie_643
5,85,No,4,8,70.0,David_643
5,86,Yes,8,7,77.0,Eve_643
8,54,No,6,4,49.0,Alice_644
8,76,No,5,8,70.0,Bob_644
2,55,No,5,7,28.0,Charlie_644
7,44,No,8,9,36.0,David_644
8,41,No,9,3,34.0,Eve_644
6,91,Yes,7,3,80.0,Alice_645
5,67,No,8,0,51.0,Bob_645
9,96,No,9,3,95.0,Charlie_645
3,80,No,8,7,60.0,David_645
4,93,No,4,4,78.0,Eve_645
9,66,No,9,5,65.0,Alice_646
6,70,No,7,3,57.0,Bob_646
8,80,Yes,8,4,75.0,Charlie_646
7,75,Yes,6,9,69.0,David_646
2,86,No,9,7,62.0,Eve_646
3,82,No,5,8,63.0,Alice_647
1,40,No,9,2,11.0,Bob_647
9,89,Yes,6,9,91.0,Charlie_647
7,68,No,6,3,58.0,David_647
1,40,No,6,0,15.0,Eve_647
3,47,No,7,4,24.0,Alice_648
4,96,No,7,3,80.0,Bob_648
4,55,No,9,5,36.0,Charlie_648
5,97,No,7,5,83.0,David_648
3,67,Yes,5,9,49.0,Eve_648
