Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
8,92,Yes,7,8,90.0,Charlie
7,92,Yes,8,1,82.0,David
9,60,No,5,5,57.0,Eve
8,66,No,6,9,61.0,Alice
2,58,No,6,9,38.0,Bob
4,62,Yes,8,9,46.0,Charlie
6,90,No,5,6,80.0,David
2,89,No,7,7,67.0,Eve
7,90,No,8,8,84.0,Alice
3,82,No,6,4,58.0,Bob
3,74,Yes,8,8,55.0,Charlie
2,79,No,7,8,57.0,David
8,91,No,4,6,87.0,Eve
6,90,Yes,9,1,80.0,Alice
1,81,No,9,7,54.0,Bob
1,87,Yes,9,4,64.0,Charlie
7,44,Yes,4,7,33.0,David
8,91,No,7,1,83.0,Eve
5,80,Yes,5,6,66.0,Alice
5,47,No,8,4,33.0,Bob
4,50,Yes,7,3,31.0,Charlie
6,55,Yes,4,9,40.0,David
6,78,No,6,5,66.0,Eve
3,86,Yes,9,4,67.0,Alice
9,63,No,9,5,64.0,Bob
7,60,No,7,8,52.0,Charlie
1,91,No,9,0,68.0,David
7,62,No,9,0,58.0,Eve
5,88,Yes,7,5,72.0,Alice
5,77,No,7,1,65.0,Bob
2,86,Yes,4,7,65.0,Charlie
4,47,No,4,6,24.0,David
6,46,Yes,9,5,35.0,Eve
7,41,Yes,7,3,34.0,Alice
5,69,Yes,7,8,57.0,Bob
9,52,Yes,9,6,54.0,Charlie
3,62,No,5,6,42.0,David
1,68,No,6,4,39.0,Eve
4,77,Yes,8,0,62.0,Alice
9,76,Yes,8,1,71.0,Bob
4,59,No,9,7,42.0,Charlie
2,72,Yes,8,4,52.0,David
5,68,Yes,4,1,54.0,Eve
3,89,No,4,4,68.0,Alice
9,54,Yes,5,7,50.0,Bob
4,62,Yes,9,3,46.0,Charlie
6,81,No,4,2,68.0,David
2,42,Yes,9,4,19.0,Eve
6,76,No,9,6,68.0,Alice
3,95,No,7,1,74.0,Bob
9,68,No,6,0,63.0,Charlie
2,84,No,6,4,60.0,David
9,47,Yes,9,6,47.0,Eve
5,61,No,6,7,47.0,Alice
8,92,No,6,7,87.0,Bob
2,68,Yes,8,9,45.0,Charlie
6,41,No,8,8,31.0,David
3,80,Yes,7,0,61.0,Eve
5,88,No,5,6,73.0,Alice
8,98,No,4,9,92.0,Bob
1,89,No,4,7,65.0,Charlie
5,84,No,8,5,69.0,David
3,40,Yes,9,9,20.0,Eve
4,83,Yes,6,3,66.0,Alice
2,59,Yes,7,6,38.0,Bob
9,91,No,5,2,81.0,Charlie
3,60,No,8,1,39.0,David
2,76,No,9,5,53.0,Eve
9,47,Yes,7,1,44.0,Alice
7,66,No,9,5,58.0,Bob
6,86,Yes,7,9,79.0,Charlie
1,98,Yes,8,2,75.0,David
5,74,Yes,7,1,59.0,Eve
3,45,No,6,7,23.0,Alice
1,99,No,7,3,74.0,Bob
4,84,No,5,3,65.0,Charlie
2,83,No,7,6,60.0,David
2,58,Yes,4,7,32.0,Eve
3,57,Yes,7,8,38.0,Alice
8,95,No,9,9,91.0,Bob
8,40,No,8,7,34.0,Charlie
7,64,No,4,3,46.0,David
6,66,Yes,8,1,55.0,Eve
9,46,No,9,9,43.0,Alice
4,83,Yes,5,4,67.0,Bob
1,81,Yes,6,6,56.0,Charlie
8,68,Yes,5,1,58.0,David
7,70,Yes,4,3,60.0,Eve
7,83,Yes,9,5,77.0,Alice
3,82,Yes,9,7,69.0,Bob
4,75,Yes,6,9,60.0,Charlie
9,58,No,7,5,52.0,David
6,45,No,4,5,36.0,Eve
5,64,No,6,5,49.0,Alice
3,70,Yes,8,3,50.0,Bob
9,48,Yes,6,2,48.0,Charlie
5,59,No,8,0,43.0,David
5,49,Yes,8,1,34.0,Eve
4,76,Yes,9,1,57.0,Alice
4,66,Yes,6,9,50.0,Bob
1,52,Yes,9,6,28.0,Charlie
7,80,Yes,9,5,72.0,David
9,41,Yes,5,7,38.0,Eve
3,89,Yes,5,8,68.0,Alice
2,60,Yes,9,4,41.0,Bob
3,72,Yes,9,2,53.0,Charlie
1,63,Yes,8,3,36.0,David
6,92,Yes,9,7,80.0,Eve
7,83,Yes,4,2,73.0,Alice
2,81,No,6,1,59.0,Bob
8,73,Yes,4,6,67.0,Charlie
6,99,Yes,5,3,91.0,David
4,48,No,4,7,34.0,Eve
5,41,No,7,0,23.0,Alice
8,94,No,7,7,86.0,Bob
3,95,Yes,5,4,73.0,Charlie
3,69,Yes,4,1,49.0,David
4,61,No,6,0,43.0,Eve
1,85,No,5,5,61.0,Alice
9,50,No,7,8,45.0,Bob
8,94,Yes,5,8,85.0,Charlie
8,82,Yes,4,8,75.0,David
6,56,No,4,3,44.0,Eve
7,75,Yes,4,5,66.0,Alice
6,52,Yes,8,9,45.0,Bob
9,46,No,4,5,40.0,Charlie
3,55,No,9,4,38.0,David
3,72,No,7,1,50.0,Eve
3,84,Yes,7,6,67.0,Alice
3,40,Yes,8,0,21.0,Bob
9,50,Yes,7,5,51.0,Charlie
4,45,Yes,7,4,25.0,David
7,59,Yes,5,4,53.0,Eve
9,74,No,4,7,71.0,Alice
7,83,Yes,9,8,77.0,Bob
9,76,Yes,9,6,75.0,Charlie
3,80,No,5,9,60.0,David
4,65,No,9,7,49.0,Eve
8,97,No,5,1,87.0,Alice
6,51,No,9,1,40.0,Bob
5,69,Yes,7,7,56.0,Charlie
4,67,Yes,6,5,49.0,David
8,66,No,4,7,59.0,Eve
1,81,Yes,6,8,59.0,Alice
9,58,No,7,8,54.0,Bob
1,44,Yes,8,5,17.0,Charlie
8,97,Yes,5,7,90.0,David
4,44,Yes,9,1,23.0,Eve
9,80,No,9,7,82.0,Alice
5,66,No,7,2,49.0,Bob
3,67,Yes,9,0,50.0,Charlie
9,65,Yes,7,6,60.0,David
9,66,No,6,0,60.0,Eve
4,91,No,8,0,74.0,Alice
4,88,Yes,5,0,71.0,Bob
8,81,Yes,9,3,77.0,Charlie
2,60,No,8,3,34.0,David
9,40,Yes,8,9,39.0,Eve
6,93,No,8,5,85.0,Alice
9,67,No,4,9,64.0,Bob
8,87,Yes,8,2,87.0,Charlie
7,97,Yes,7,9,91.0,David
1,97,Yes,4,5,73.0,Eve
3,54,No,4,6,34.0,Alice
2,94,No,8,0,70.0,Bob
5,56,No,9,5,42.0,Charlie
5,65,Yes,9,9,55.0,David
5,59,Yes,9,0,45.0,Eve
4,64,No,9,6,49.0,Alice
5,52,No,7,9,37.0,Bob
3,72,Yes,9,4,55.0,Charlie
1,64,No,5,9,38.0,David
5,47,Yes,8,3,35.0,Eve
9,44,Yes,4,0,41.0,Alice
9,45,No,5,8,43.0,Bob
4,62,No,9,6,46.0,Charlie
3,91,No,5,1,69.0,David
1,69,No,4,3,37.0,Eve
2,53,No,9,3,31.0,Alice
8,93,Yes,5,7,90.0,Bob
1,62,No,7,1,33.0,Charlie
8,50,Yes,7,4,44.0,David
7,70,No,8,9,62.0,Eve
8,45,No,8,7,41.0,Alice
6,50,No,5,5,38.0,Bob
9,52,No,4,3,45.0,Charlie
3,51,No,7,4,34.0,David
4,93,No,6,1,72.0,Eve
6,41,Yes,8,4,29.0,Alice
8,92,No,7,2,83.0,Bob
5,74,No,9,2,61.0,Charlie
3,94,No,5,6,75.0,David
6,75,No,7,2,63.0,Eve
4,56,Yes,7,3,36.0,Alice
9,67,Yes,5,6,62.0,Bob
3,67,Yes,8,2,49.0,Charlie
4,61,Yes,8,9,46.0,David
7,77,Yes,6,9,69.0,Eve
7,46,Yes,6,1,35.0,Alice
4,54,No,8,9,38.0,Bob
6,71,No,8,6,62.0,Charlie
3,50,Yes,8,4,30.0,David
6,63,No,8,0,52.0,Eve
2,42,No,7,9,16.0,Alice
8,69,No,6,7,66.0,Bob
2,45,No,5,2,20.0,Charlie
7,97,No,4,6,86.0,David
9,41,Yes,5,5,38.0,Eve
1,53,Yes,9,9,30.0,Alice
8,80,Yes,4,5,71.0,Bob
7,57,Yes,7,7,49.0,Charlie
6,90,Yes,9,3,79.0,David
6,83,Yes,6,3,69.0,Eve
6,70,No,4,2,56.0,Alice
9,52,Yes,8,0,47.0,Bob
2,65,No,9,9,41.0,Charlie
1,83,No,7,2,58.0,David
6,51,Yes,4,0,38.0,Eve
8,57,Yes,8,5,52.0,Alice
3,48,Yes,9,7,25.0,Bob
1,88,No,7,2,62.0,Charlie
9,60,Yes,9,3,60.0,David
1,87,Yes,4,4,63.0,Eve
3,88,Yes,8,6,72.0,Alice
8,92,No,6,5,84.0,Bob
3,95,Yes,7,1,74.0,Charlie
4,79,Yes,4,6,61.0,David
8,82,No,8,7,77.0,Eve
1,63,No,6,0,36.0,Alice
6,73,No,9,5,65.0,Bob
1,47,Yes,8,8,23.0,Charlie
1,83,Yes,6,6,60.0,David
8,92,No,4,4,83.0,Eve
4,72,Yes,8,9,56.0,Alice
1,62,No,8,9,37.0,Bob
7,52,No,5,8,43.0,Charlie
5,93,No,7,1,76.0,David
5,92,No,8,6,83.0,Eve
1,88,No,6,8,63.0,Alice
6,53,Yes,7,1,39.0,Bob
9,53,Yes,4,9,48.0,Charlie
9,55,Yes,7,5,53.0,David
8,88,Yes,5,8,84.0,Eve
5,77,No,4,2,63.0,Alice
1,97,Yes,8,7,73.0,Bob
9,99,No,9,4,99.0,Charlie
1,78,No,4,6,52.0,David
8,65,Yes,4,2,58.0,Eve
5,65,Yes,5,7,50.0,Alice
3,40,No,6,1,18.0,Bob
7,71,Yes,4,7,62.0,Charlie
7,96,Yes,6,1,87.0,David
9,54,Yes,7,6,53.0,Eve
7,91,Yes,9,1,87.0,Alice
3,60,No,5,6,37.0,Bob
1,57,No,8,0,31.0,Charlie
8,69,Yes,4,5,63.0,David
3,99,No,9,9,81.0,Eve
8,97,No,9,6,95.0,Alice
8,52,Yes,6,3,45.0,Bob
5,63,Yes,4,0,48.0,Charlie
1,69,No,9,5,47.0,David
7,41,No,5,3,31.0,Eve
5,58,No,8,2,43.0,Alice
8,86,Yes,7,3,82.0,Bob
9,83,No,7,5,80.0,Charlie
7,86,No,6,4,76.0,David
7,64,Yes,9,1,57.0,Eve
1,89,No,7,1,64.0,Alice
4,53,Yes,6,2,35.0,Bob
2,45,Yes,8,5,24.0,Charlie
2,51,No,4,0,30.0,David
2,59,Yes,5,6,38.0,Eve
4,62,Yes,8,7,45.0,Alice
1,69,No,8,6,44.0,Bob
4,69,Yes,7,2,53.0,Charlie
2,77,No,7,5,53.0,David
5,97,Yes,5,3,84.0,Eve
3,69,Yes,4,4,47.0,Alice
8,80,No,8,2,76.0,Bob
4,69,No,9,4,57.0,Charlie
1,96,No,7,5,71.0,David
1,97,Yes,8,7,74.0,Eve
3,75,No,4,5,54.0,Alice
9,88,Yes,6,8,84.0,Bob
7,73,No,4,9,62.0,Charlie
2,55,Yes,8,9,35.0,David
9,63,No,8,9,62.0,Eve
2,53,Yes,5,9,30.0,Alice
3,65,No,8,3,47.0,Bob
2,47,Yes,7,1,25.0,Charlie
3,53,Yes,9,8,40.0,David
6,70,Yes,5,2,56.0,Eve
9,41,Yes,8,6,38.0,Alice
9,87,No,4,3,86.0,Bob
7,43,Yes,8,0,38.0,Charlie
3,40,No,4,7,17.0,David
4,94,Yes,4,3,75.0,Eve
6,59,No,8,5,48.0,Alice
5,98,Yes,4,6,87.0,Bob
2,53,Yes,9,7,32.0,Charlie
6,79,No,6,9,68.0,David
3,64,No,5,1,42.0,Eve
8,99,Yes,8,8,96.0,Alice
2,64,No,6,9,42.0,Bob
1,42,No,4,2,18.0,Charlie
9,44,No,4,0,41.0,David
3,77,Yes,5,1,54.0,Eve
1,93,No,6,7,67.0,Alice
7,65,Yes,6,9,57.0,Bob
5,79,No,8,5,65.0,Charlie
5,77,No,4,0,62.0,David
1,77,Yes,7,8,56.0,Eve
9,43,No,8,6,39.0,Alice
7,46,No,8,9,38.0,Bob
8,69,No,8,2,65.0,Charlie
9,69,No,5,6,68.0,David
6,95,No,5,5,82.0,Eve
5,58,No,8,2,44.0,Alice
6,78,No,9,7,67.0,Bob
2,74,Yes,7,0,53.0,Charlie
4,79,Yes,6,4,61.0,David
3,72,Yes,6,7,53.0,Eve
7,72,Yes,4,2,61.0,Alice
9,53,Yes,6,9,49.0,Bob
5,77,No,6,5,61.0,Charlie
6,49,Yes,7,9,38.0,David
2,96,Yes,6,1,76.0,Eve
3,67,No,7,8,47.0,Alice
3,53,Yes,5,1,32.0,Bob
9,75,No,7,4,71.0,Charlie
7,77,No,5,2,69.0,David
8,55,Yes,7,9,53.0,Eve
9,99,Yes,8,8,100.0,Alice
6,60,No,9,8,49.0,Bob
4,67,No,5,6,48.0,Charlie
1,72,Yes,5,9,45.0,David
8,45,No,6,4,40.0,Eve
7,80,Yes,5,8,71.0,Alice
2,54,Yes,7,6,34.0,Bob
8,83,Yes,8,1,76.0,Charlie
5,42,Yes,8,9,29.0,David
7,82,No,6,0,71.0,Eve
4,86,No,7,9,69.0,Alice
5,74,Yes,7,9,58.0,Bob
8,53,Yes,4,3,43.0,Charlie
1,41,No,5,9,17.0,David
1,68,No,6,7,41.0,Eve
4,43,No,8,5,27.0,Alice
3,65,No,9,1,45.0,Bob
2,90,No,4,4,65.0,Charlie
3,51,Yes,7,8,31.0,David
1,41,Yes,5,5,14.0,Eve
1,56,Yes,8,5,33.0,Alice
6,74,Yes,4,6,60.0,Bob
5,49,No,7,4,34.0,Charlie
8,87,No,8,2,82.0,David
2,61,Yes,8,2,40.0,Eve
4,80,Yes,7,4,66.0,Alice
8,82,No,7,3,76.0,Bob
6,60,Yes,6,4,46.0,Charlie
1,54,Yes,8,8,31.0,David
4,74,No,7,4,57.0,Eve
1,87,No,9,3,65.0,Alice
2,60,No,9,3,38.0,Bob
5,60,Yes,4,0,46.0,Charlie
8,60,No,5,9,53.0,David
8,99,No,9,3,97.0,Eve
3,83,Yes,6,3,63.0,Alice
4,71,No,7,8,55.0,Bob
6,94,Yes,5,3,79.0,Charlie
3,44,Yes,6,6,26.0,David
2,78,Yes,8,0,55.0,Eve
6,48,Yes,5,6,37.0,Alice
5,92,No,9,1,78.0,Bob
5,57,Yes,6,7,45.0,Charlie
5,60,No,7,0,45.0,David
5,47,No,7,9,34.0,Eve
3,83,No,6,2,66.0,Alice
7,91,No,8,7,79.0,Bob
6,73,No,9,9,63.0,Charlie
4,49,Yes,6,7,32.0,David
2,90,No,4,4,64.0,Eve
9,80,Yes,6,4,78.0,Alice
1,96,Yes,6,7,69.0,Bob
4,63,Yes,9,9,46.0,Charlie
1,79,No,7,4,54.0,David
6,63,No,8,8,51.0,Eve
4,95,No,6,0,78.0,Alice
5,71,No,5,4,54.0,Bob
5,95,Yes,7,2,80.0,Charlie
9,72,No,7,2,67.0,David
1,77,No,6,1,48.0,Eve
2,83,Yes,9,2,61.0,Alice
6,96,Yes,5,6,83.0,Bob
5,95,Yes,6,7,82.0,Charlie
7,90,Yes,5,7,78.0,David
3,98,Yes,7,7,78.0,Eve
3,88,Yes,5,0,70.0,Alice
2,73,Yes,6,6,48.0,Bob
3,50,No,4,1,26.0,Charlie
1,70,No,4,9,46.0,David
5,57,Yes,5,3,42.0,Eve
5,62,Yes,9,4,46.0,Alice
7,99,No,6,0,91.0,Bob
4,61,Yes,8,3,47.0,Charlie
3,82,Yes,4,3,61.0,David
1,57,Yes,7,8,31.0,Eve
8,79,Yes,6,8,71.0,Alice
3,86,Yes,6,9,66.0,Bob
2,80,No,4,0,52.0,Charlie
4,86,Yes,8,7,71.0,David
3,78,Yes,7,3,60.0,Eve
1,59,Yes,8,3,32.0,Alice
3,52,No,7,4,33.0,Bob
2,84,No,4,1,56.0,Charlie
8,40,Yes,6,0,32.0,David
6,91,Yes,7,4,76.0,Eve
9,43,Yes,6,6,40.0,Alice
8,63,Yes,5,9,60.0,Bob
3,75,No,5,8,54.0,Charlie
5,75,No,4,1,59.0,David
7,84,Yes,4,7,74.0,Eve
5,41,Yes,9,6,29.0,Alice
8,67,No,4,1,61.0,Bob
5,65,No,5,4,50.0,Charlie
1,62,Yes,7,6,36.0,David
5,54,Yes,8,2,41.0,Eve
4,75,Yes,4,1,60.0,Alice
6,66,No,8,5,56.0,Bob
3,45,No,8,9,23.0,Charlie
5,74,No,5,5,63.0,David
2,78,No,9,3,54.0,Eve
6,77,Yes,7,0,64.0,Alice
6,74,No,5,4,64.0,Bob
5,75,No,4,0,58.0,Charlie
6,49,No,5,7,38.0,David
7,69,Yes,5,1,60.0,Eve
5,92,No,5,8,79.0,Alice
1,80,No,4,8,57.0,Bob
8,77,No,4,2,69.0,Charlie
4,68,Yes,5,5,51.0,David
9,91,No,5,8,86.0,Eve
6,98,Yes,8,6,90.0,Alice
1,82,Yes,7,3,57.0,Bob
3,78,No,8,2,61.0,Charlie
3,89,Yes,9,1,71.0,David
4,43,No,7,9,30.0,Eve
6,44,Yes,9,9,34.0,Alice
7,43,Yes,7,0,34.0,Bob
4,75,No,5,9,58.0,Charlie
6,98,No,8,0,85.0,David
1,84,Yes,7,3,55.0,Eve
8,55,Yes,9,3,51.0,Alice
7,64,Yes,7,8,53.0,Bob
9,53,Yes,4,9,51.0,Charlie
3,50,No,7,0,31.0,David
2,68,Yes,5,3,44.0,Eve
1,73,Yes,6,2,48.0,Alice
3,61,No,4,8,41.0,Bob
5,53,Yes,6,4,40.0,Charlie
2,95,No,5,8,72.0,David
3,63,No,6,9,41.0,Eve
4,98,No,7,5,78.0,Alice
7,78,Yes,6,8,70.0,Bob
3,65,No,8,0,41.0,Charlie
9,82,No,5,3,78.0,David
8,75,No,8,3,70.0,Eve
4,78,Yes,6,9,61.0,Alice
1,55,Yes,8,9,33.0,Bob
1,97,Yes,4,5,71.0,Charlie
1,77,Yes,6,9,51.0,David
1,98,No,9,0,72.0,Eve
8,71,No,8,9,69.0,Alice
3,45,No,7,4,21.0,Bob
6,73,Yes,6,2,61.0,Charlie
3,95,No,9,0,76.0,David
5,47,Yes,4,5,30.0,Eve
7,69,Yes,7,2,59.0,Alice
2,66,Yes,6,3,45.0,Bob
6,46,No,7,8,39.0,Charlie
6,66,No,6,1,53.0,David
3,64,Yes,6,0,43.0,Eve
6,95,No,5,9,85.0,Alice
5,85,Yes,8,5,70.0,Bob
2,80,No,6,0,56.0,Charlie
9,54,Yes,4,0,52.0,David
8,64,Yes,9,6,65.0,Eve
3,61,Yes,8,1,39.0,Alice
8,57,No,5,3,48.0,Bob
9,51,No,8,3,47.0,Charlie
3,62,No,8,1,41.0,David
3,90,No,6,5,72.0,Eve
2,84,No,4,9,61.0,Alice
8,78,Yes,6,1,74.0,Bob
1,64,No,4,7,38.0,Charlie
8,49,Yes,4,3,42.0,David
7,69,No,7,0,60.0,Eve
7,49,No,6,6,35.0,Alice
3,73,No,5,5,52.0,Bob
1,85,Yes,9,5,61.0,Charlie
4,52,No,8,2,32.0,David
9,93,Yes,7,9,95.0,Eve
5,68,No,5,6,53.0,Alice
1,77,Yes,9,5,54.0,Bob
5,80,Yes,9,9,70.0,Charlie
8,84,Yes,6,9,78.0,David
8,48,Yes,4,8,42.0,Eve
5,52,No,6,2,33.0,Alice
9,76,No,9,2,75.0,Bob
1,53,Yes,6,3,26.0,Charlie
4,76,No,7,2,58.0,David
3,48,Yes,5,3,29.0,Eve
2,47,No,9,5,29.0,Alice
8,78,No,7,0,70.0,Bob
7,79,No,5,1,67.0,Charlie
9,93,Yes,7,9,93.0,David
2,42,No,8,5,21.0,Eve
4,94,Yes,4,5,74.0,Alice
6,95,No,4,0,82.0,Bob
3,86,Yes,4,5,65.0,Charlie
8,79,No,8,8,75.0,David
3,72,Yes,9,7,55.0,Eve
2,71,Yes,9,9,54.0,Alice
3,46,Yes,8,4,26.0,Bob
6,58,No,4,3,48.0,Charlie
2,73,Yes,4,5,49.0,David
8,53,No,5,4,49.0,Eve
1,89,Yes,5,5,64.0,Alice
7,86,Yes,6,9,81.0,Bob
2,85,Yes,7,2,64.0,Charlie
6,95,No,5,6,82.0,David
2,96,No,5,7,74.0,Eve
2,58,No,5,4,32.0,Alice
8,90,No,5,4,83.0,Bob
2,93,No,8,3,68.0,Charlie
7,98,No,6,9,90.0,David
3,65,No,5,4,44.0,Eve
8,56,Yes,9,9,51.0,Alice
7,93,Yes,7,7,86.0,Bob
8,67,No,5,4,62.0,Charlie
7,58,No,8,8,48.0,David
6,66,No,9,0,56.0,Eve
7,87,No,4,6,79.0,Alice
5,91,No,4,4,74.0,Bob
7,96,Yes,6,3,82.0,Charlie
1,58,No,4,2,32.0,David
1,72,No,5,9,46.0,Eve
9,90,No,8,6,88.0,Alice
5,46,Yes,6,1,35.0,Bob
5,68,Yes,9,4,56.0,Charlie
3,94,Yes,5,1,74.0,David
5,82,Yes,4,6,67.0,Eve
3,44,No,7,5,23.0,Alice
9,69,Yes,5,9,67.0,Bob
9,88,Yes,7,6,86.0,Charlie
6,82,Yes,9,8,70.0,David
1,95,Yes,7,1,68.0,Eve
7,97,Yes,9,8,91.0,Alice
7,47,No,6,6,42.0,Bob
4,81,Yes,8,1,62.0,Charlie
8,51,Yes,4,9,44.0,David
6,81,Yes,4,1,67.0,Eve
4,52,No,5,3,35.0,Alice
4,65,No,4,1,46.0,Bob
2,57,No,6,0,31.0,Charlie
2,81,No,4,5,59.0,David
4,90,No,5,9,71.0,Eve
5,91,No,4,4,74.0,Alice
8,88,No,8,2,80.0,Bob
6,59,No,9,0,49.0,Charlie
4,55,Yes,7,8,39.0,David
7,76,Yes,7,7,67.0,Eve
8,42,No,9,5,38.0,Alice
2,66,Yes,7,5,47.0,Bob
7,54,No,8,3,41.0,Charlie
2,97,Yes,6,1,75.0,David
2,73,Yes,5,3,53.0,Eve
8,84,No,8,1,81.0,Alice
2,61,Yes,5,6,37.0,Bob
9,79,No,6,8,77.0,Charlie
1,62,No,8,1,36.0,David
9,98,Yes,4,8,95.0,Eve
1,88,No,6,8,65.0,Alice
2,43,Yes,7,7,18.0,Bob
6,90,Yes,8,0,80.0,Charlie
6,93,No,6,4,81.0,David
1,96,No,6,9,73.0,Eve
7,80,No,8,3,74.0,Alice
8,62,No,7,6,57.0,Bob
2,86,No,9,7,64.0,Charlie
8,99,Yes,7,9,97.0,David
9,48,No,6,7,42.0,Eve
6,63,Yes,5,1,48.0,Alice
5,60,No,9,2,46.0,Bob
9,80,Yes,9,9,79.0,Charlie
9,85,Yes,6,9,83.0,David
1,94,Yes,8,6,70.0,Eve
3,92,Yes,8,3,73.0,Alice
9,55,Yes,8,5,56.0,Bob
2,95,No,7,7,71.0,Charlie
4,94,Yes,4,7,76.0,David
4,64,No,8,6,49.0,Eve
2,65,Yes,8,1,43.0,Alice
3,88,No,9,1,67.0,Bob
3,84,Yes,5,2,63.0,Charlie
1,48,Yes,5,3,18.0,David
6,54,No,6,0,43.0,Eve
8,78,No,6,4,72.0,Alice
3,72,Yes,6,6,57.0,Bob
5,40,Yes,8,9,25.0,Charlie
1,44,No,5,4,15.0,David
7,95,Yes,6,6,88.0,Eve
1,48,Yes,5,4,24.0,Alice
9,83,No,8,9,81.0,Bob
8,45,Yes,9,7,40.0,Charlie
7,67,Yes,8,6,60.0,David
7,84,No,6,0,73.0,Eve
5,65,Yes,8,0,52.0,Alice
5,67,No,8,4,53.0,Bob
5,79,No,5,1,65.0,Charlie
1,54,Yes,4,8,30.0,David
8,45,Yes,7,1,39.0,Eve
1,66,No,6,8,43.0,Alice
4,77,No,4,9,59.0,Bob
9,43,Yes,9,1,38.0,Charlie
9,50,No,6,3,44.0,David
5,60,Yes,4,2,44.0,Eve
4,69,No,8,5,53.0,Alice
3,57,No,6,3,37.0,Bob
3,74,No,4,8,52.0,Charlie
5,42,Yes,7,8,30.0,David
1,51,No,8,9,22.0,Eve
5,66,No,6,8,51.0,Alice
6,92,No,9,2,82.0,Bob
7,69,No,9,2,63.0,Charlie
9,60,Yes,6,3,58.0,David
3,77,No,4,8,58.0,Eve
2,60,Yes,6,5,38.0,Alice
3,99,No,8,8,80.0,Bob
9,77,No,5,7,70.0,Charlie
7,79,Yes,9,6,72.0,David
9,54,Yes,4,4,48.0,Eve
2,57,No,7,8,36.0,Alice
5,91,No,6,3,73.0,Bob
4,68,No,8,3,51.0,Charlie
2,87,Yes,6,7,63.0,David
9,77,No,7,3,74.0,Eve
9,99,Yes,8,6,98.0,Alice
6,60,No,7,3,45.0,Bob
6,56,Yes,8,0,45.0,Charlie
8,80,Yes,5,9,74.0,David
6,90,Yes,9,8,81.0,Eve
1,57,No,8,3,30.0,Alice
4,96,No,7,2,77.0,Bob
7,94,Yes,4,2,86.0,Charlie
2,76,Yes,9,8,58.0,David
9,99,Yes,5,7,99.0,Eve
8,77,No,6,9,69.0,Alice
8,51,No,5,6,47.0,Bob
7,50,No,5,6,42.0,Charlie
4,87,Yes,6,3,73.0,David
2,91,No,8,2,71.0,Eve
3,88,No,5,3,68.0,Alice
6,59,No,9,5,47.0,Bob
5,48,Yes,5,3,31.0,Charlie
8,40,No,4,3,31.0,David
6,97,No,9,1,86.0,Eve
6,42,No,4,6,27.0,Alice
1,60,No,9,5,32.0,Bob
4,62,No,7,1,41.0,Charlie
5,48,Yes,6,4,33.0,David
3,93,Yes,9,5,75.0,Eve
9,58,Yes,9,4,57.0,Alice
1,84,Yes,8,3,59.0,Bob
6,94,No,8,8,87.0,Charlie
6,85,No,7,2,72.0,David
5,91,Yes,8,1,78.0,Eve
5,58,Yes,8,8,46.0,Alice
5,62,Yes,4,7,47.0,Bob
6,66,No,8,8,58.0,Charlie
8,66,No,8,9,63.0,David
2,78,No,7,2,56.0,Eve
6,75,Yes,7,0,62.0,Alice
1,51,Yes,5,0,23.0,Bob
4,94,Yes,8,2,73.0,Charlie
3,66,No,8,3,46.0,David
9,85,No,9,1,80.0,Eve
3,73,Yes,8,7,59.0,Alice
6,72,Yes,4,2,60.0,Bob
1,67,No,9,3,41.0,Charlie
6,70,No,8,5,61.0,David
4,71,Yes,4,9,51.0,Eve
8,89,Yes,5,5,82.0,Alice
9,59,No,9,1,55.0,Bob
4,79,Yes,6,5,64.0,Charlie
6,74,Yes,8,3,61.0,David
1,70,No,9,4,44.0,Eve
4,97,Yes,7,6,81.0,Alice
7,70,No,9,6,64.0,Bob
1,77,Yes,7,5,53.0,Charlie
8,61,No,8,9,55.0,David
6,84,Yes,4,5,72.0,Eve
5,80,Yes,7,5,65.0,Alice
9,48,Yes,9,3,44.0,Bob
2,91,No,9,2,70.0,Charlie
5,48,Yes,7,0,34.0,David
6,54,Yes,5,2,41.0,Eve
7,52,No,5,2,43.0,Alice
5,61,Yes,5,8,48.0,Bob
9,55,No,7,2,46.0,Charlie
1,71,No,7,7,47.0,David
7,41,No,9,7,37.0,Eve
7,65,Yes,8,2,56.0,Alice
4,53,No,8,9,40.0,Bob
9,98,Yes,4,9,96.0,Charlie
5,77,No,7,5,63.0,David
4,73,Yes,8,7,58.0,Eve
7,47,No,8,7,36.0,Alice
4,75,No,5,9,61.0,Bob
3,60,Yes,5,9,39.0,Charlie
9,95,No,5,8,90.0,David
8,85,Yes,6,8,79.0,Eve
1,82,No,8,7,58.0,Alice
7,95,Yes,5,6,89.0,Bob
9,67,No,5,9,64.0,Charlie
8,85,No,7,2,78.0,David
8,83,Yes,9,6,79.0,Eve
6,87,No,5,3,72.0,Alice
4,45,Yes,7,1,26.0,Bob
8,59,Yes,4,7,52.0,Charlie
3,70,No,5,1,49.0,David
9,72,No,9,0,66.0,Eve
2,83,No,7,4,59.0,Alice
2,46,Yes,9,9,28.0,Bob
7,47,Yes,5,8,39.0,Charlie
4,48,No,4,4,31.0,David
8,41,Yes,5,1,33.0,Eve
9,56,No,7,9,57.0,Alice
7,91,No,4,3,83.0,Bob
5,84,No,4,7,69.0,Charlie
8,76,Yes,4,6,71.0,David
